first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,Age,customer_id,Age Group
Alfi,Sabbins,,63,1959-06-12,,Financial Services,High Net Worth,N,Yes,18,763 Ridgeway Place,2344,NSW,Australia,3,304,1.025,64,Alfi_Sabbins,70
Loleta,Aberdalgy,,45,1981-02-15,Occupational Therapist,Health,Mass Customer,N,No,11,99 Westend Court,2287,NSW,Australia,6,304,1.025,42,Loleta_Aberdalgy,50
Aldric,Birney,,21,1971-08-19,,Manufacturing,Mass Customer,N,Yes,14,5 Caliangt Center,2546,NSW,Australia,6,310,1.02265625,52,Aldric_Birney,60
Natividad,Balducci,,39,1991-02-07,,Property,High Net Worth,N,Yes,10,4472 Washington Junction,3206,VIC,Australia,11,310,1.02265625,33,Natividad_Balducci,40
Claudine,Dymick,,28,1965-12-13,Design Engineer,Health,Mass Customer,N,No,5,31675 Corry Way,3977,VIC,Australia,5,312,1.02,58,Claudine_Dymick,60
Seamus,Cains,,61,1989-12-15,Teacher,Manufacturing,High Net Worth,N,No,7,4882 Dakota Center,2305,NSW,Australia,8,312,1.02,34,Seamus_Cains,40
Guss,Karim,,95,1968-11-24,Senior Sales Associate,Manufacturing,Mass Customer,N,No,7,4 Warner Circle,2227,NSW,Australia,11,312,1.02,55,Guss_Karim,60
Julietta,Setchfield,,73,1992-01-31,Operator,,High Net Worth,N,Yes,3,4 Manufacturers Crossing,4170,QLD,Australia,8,312,1.02,32,Julietta_Setchfield,40
Roch,Symson,,96,1978-05-13,Office Assistant I,Manufacturing,High Net Worth,N,No,18,016 Westport Park,3073,VIC,Australia,9,312,1.02,45,Roch_Symson,50
Audry,Fann,,3,1957-10-17,Pharmacist,Health,Mass Customer,N,Yes,15,19 Debs Parkway,3029,VIC,Australia,6,312,1.02,66,Audry_Fann,70
Cecelia,Cisar,,20,1985-03-26,,Property,Mass Customer,N,Yes,15,665 Sachs Way,4212,QLD,Australia,7,312,1.02,38,Cecelia_Cisar,40
Clari,Voas,,74,1955-07-28,Human Resources Assistant II,Health,Affluent Customer,N,Yes,14,4110 Mifflin Center,2127,NSW,Australia,8,312,1.02,68,Clari_Voas,70
Zach,Hedman,,87,1981-09-11,Analyst Programmer,Financial Services,Affluent Customer,N,Yes,4,62 Spaight Center,2566,NSW,Australia,9,320,1.015625,42,Zach_Hedman,50
Paxon,Roomes,,78,1976-11-06,Information Systems Manager,,High Net Worth,N,Yes,7,3 Express Lane,3021,VIC,Australia,7,320,1.015625,47,Paxon_Roomes,50
Parnell,Lamprey,,23,1977-04-08,Engineer III,Financial Services,High Net Worth,N,No,12,7353 Mallard Junction,2165,NSW,Australia,6,322,1.0125,46,Parnell_Lamprey,50
Honey,Gosdin,,0,1981-11-29,Software Engineer I,Property,Mass Customer,N,No,17,066 Warner Trail,2582,NSW,Australia,9,322,1.0125,42,Honey_Gosdin,50
Sonny,McCart,,35,1992-08-27,Account Representative I,Manufacturing,High Net Worth,N,No,9,52752 Barby Hill,3020,VIC,Australia,9,324,1.01,31,Sonny_McCart,40
Deirdre,Burgoine,,14,1955-01-08,Programmer III,Health,High Net Worth,N,No,7,0 Stoughton Park,3000,VIC,Australia,1,326,1.009375,69,Deirdre_Burgoine,70
Haleigh,None,,17,1952-05-19,Senior Sales Associate,Financial Services,Mass Customer,N,Yes,18,49 Jana Point,4503,QLD,Australia,4,326,1.009375,71,Haleigh_None,80
Aldridge,Poskitt,,84,1982-02-10,VP Sales,,Mass Customer,N,No,12,7 Fordem Point,4161,QLD,Australia,5,326,1.009375,42,Aldridge_Poskitt,50
Zechariah,McReidy,,32,1978-07-22,Technical Writer,Manufacturing,High Net Worth,N,No,21,797 Westend Street,4207,QLD,Australia,6,329,1.0,45,Zechariah_McReidy,50
Carry,Costi,,32,1972-11-26,Senior Developer,Property,Mass Customer,N,No,11,5316 Farwell Hill,2800,NSW,Australia,4,329,1.0,51,Carry_Costi,60
Alon,None,,17,1999-06-23,Accountant IV,,Affluent Customer,N,No,9,770 Crest Line Parkway,4218,QLD,Australia,3,329,1.0,24,Alon_None,30
Ahmed,Pickthorne,,46,1959-12-25,Marketing Manager,,High Net Worth,N,Yes,15,50 American Street,2147,NSW,Australia,9,329,1.0,64,Ahmed_Pickthorne,70
Nil,Shirer,,64,1997-09-27,Librarian,Entertainment,Mass Customer,N,Yes,7,4793 Mcbride Pass,3013,VIC,Australia,8,329,1.0,26,Nil_Shirer,30
Erhard,O'Moylane,,33,1978-05-27,Media Manager I,Retail,Affluent Customer,N,Yes,9,01124 Dottie Lane,3630,VIC,Australia,2,334,0.9987499999999998,45,Erhard_O'Moylane,50
Vitia,Axtens,,62,1945-08-08,Financial Advisor,Financial Services,Mass Customer,N,Yes,15,42681 Carey Alley,2011,NSW,Australia,10,334,0.9987499999999998,78,Vitia_Axtens,80
Haskell,Moxted,,81,1943-08-27,Civil Engineer,Manufacturing,Mass Customer,N,No,7,2941 Talisman Alley,2145,NSW,Australia,9,334,0.9987499999999998,80,Haskell_Moxted,90
Ebony,Conrad,,8,1999-10-24,Environmental Tech,Financial Services,Mass Customer,N,Yes,16,990 Hoffman Avenue,3029,VIC,Australia,7,334,0.9987499999999998,24,Ebony_Conrad,30
Lincoln,Boler,,53,1976-01-24,Chief Design Engineer,,Affluent Customer,N,No,14,5 Summer Ridge Court,3207,VIC,Australia,8,338,0.99609375,48,Lincoln_Boler,50
Vladimir,Westmerland,,18,1956-06-19,,Manufacturing,Mass Customer,N,Yes,18,102 Charing Cross Terrace,2640,NSW,Australia,4,338,0.99609375,67,Vladimir_Westmerland,70
Kylynn,Drowsfield,,80,1975-03-28,Editor,,High Net Worth,N,Yes,7,5 Trailsway Avenue,3059,VIC,Australia,9,338,0.99609375,48,Kylynn_Drowsfield,50
Nicole,Ruckhard,,93,1969-10-09,Human Resources Manager,Health,Affluent Customer,N,Yes,17,23694 Leroy Place,4560,QLD,Australia,3,341,0.99,54,Nicole_Ruckhard,60
Celestina,Lethardy,,38,1968-12-11,Software Consultant,IT,Mass Customer,N,Yes,11,53 Memorial Street,3163,VIC,Australia,10,341,0.99,55,Celestina_Lethardy,60
Tannie,Petrakov,,84,1951-11-27,Data Coordiator,IT,Affluent Customer,N,No,10,691 Valley Edge Alley,4078,QLD,Australia,6,341,0.99,72,Tannie_Petrakov,80
Bessy,Saladin,,22,1939-12-22,VP Marketing,Manufacturing,Mass Customer,N,Yes,16,60073 Pankratz Pass,4075,QLD,Australia,10,341,0.99,84,Bessy_Saladin,90
Diego,Van den Broek,,17,1964-09-28,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,13,8 Schlimgen Drive,4055,QLD,Australia,7,345,0.988125,59,Diego_Van den Broek,60
Lucilia,Minshall,,71,1952-04-15,,IT,Mass Customer,N,Yes,7,0237 Mallard Place,2750,NSW,Australia,8,345,0.988125,71,Lucilia_Minshall,80
Cissiee,Pollington,,43,1941-07-21,Associate Professor,Property,Mass Customer,N,Yes,7,69710 Northfield Center,2256,NSW,Australia,9,345,0.988125,82,Cissiee_Pollington,90
Eddy,Sturch,,22,1961-02-11,Software Consultant,Financial Services,High Net Worth,N,Yes,17,1 Kinsman Crossing,4158,QLD,Australia,6,345,0.988125,63,Eddy_Sturch,70
Caron,Kezar,,11,1953-08-08,Social Worker,Health,Mass Customer,N,No,5,40553 Rigney Avenue,2835,NSW,Australia,1,349,0.9875,70,Caron_Kezar,80
Sandor,Stirland,,67,1981-05-26,Web Developer IV,Manufacturing,High Net Worth,N,No,12,48578 Farmco Park,3235,VIC,Australia,10,349,0.9875,42,Sandor_Stirland,50
Gallagher,Bromell,,18,1956-12-02,Assistant Manager,,Mass Customer,N,No,17,91634 Badeau Crossing,4556,QLD,Australia,8,349,0.9875,67,Gallagher_Bromell,70
Murial,Bulloch,,59,1964-10-01,,Financial Services,Mass Customer,N,No,13,391 Old Shore Lane,2011,NSW,Australia,6,349,0.9875,59,Murial_Bulloch,60
Delinda,Ech,,74,1944-10-21,Environmental Specialist,Argiculture,Mass Customer,N,Yes,17,28 Golf View Terrace,3101,VIC,Australia,10,349,0.9875,79,Delinda_Ech,80
Hussein,Tapenden,,19,1953-10-19,Pharmacist,Health,Affluent Customer,N,Yes,12,0197 Sachs Avenue,2747,NSW,Australia,8,349,0.9875,70,Hussein_Tapenden,80
Giulietta,Garbott,,59,2002-02-27,Technical Writer,,Affluent Customer,N,Yes,14,48297 Stuart Circle,3810,VIC,Australia,5,355,0.984375,21,Giulietta_Garbott,30
Kaylyn,Jakaway,,45,1980-07-30,Registered Nurse,Health,Affluent Customer,N,No,10,67 Heath Circle,2290,NSW,Australia,8,356,0.9828125,43,Kaylyn_Jakaway,50
Brynn,Goodyear,,30,1944-11-10,Human Resources Manager,Health,Mass Customer,N,Yes,11,3 Sheridan Lane,3075,VIC,Australia,7,356,0.9828125,79,Brynn_Goodyear,80
Otis,None,,59,1971-01-11,Electrical Engineer,Manufacturing,Affluent Customer,N,No,12,04 Oakridge Plaza,2075,NSW,Australia,11,358,0.98,53,Otis_None,60
Pace,Clemonts,,99,1990-07-28,Media Manager IV,Retail,High Net Worth,N,No,10,335 Cambridge Hill,3122,VIC,Australia,7,358,0.98,33,Pace_Clemonts,40
Muffin,Grigolon,,7,1979-10-31,Senior Editor,Telecommunications,Mass Customer,N,No,12,4597 Marcy Point,2232,NSW,Australia,10,361,0.9775,44,Muffin_Grigolon,50
Allsun,Biner,,67,1997-12-26,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,10,9 Walton Way,2641,NSW,Australia,2,361,0.9775,26,Allsun_Biner,30
Kenneth,Elleyne,,13,1957-09-03,Technical Writer,Financial Services,Mass Customer,N,No,13,27429 Dottie Plaza,3145,VIC,Australia,11,361,0.9775,66,Kenneth_Elleyne,70
Clotilda,Southers,,62,1999-11-08,Computer Systems Analyst II,Financial Services,Mass Customer,N,Yes,15,42 Donald Hill,2323,NSW,Australia,4,361,0.9775,24,Clotilda_Southers,30
Augustus,Bourley,,60,1981-08-17,,Health,Affluent Customer,N,No,18,3 Hoepker Parkway,4152,QLD,Australia,10,366,0.9750000000000001,42,Augustus_Bourley,50
Daisi,Tinwell,,84,1971-12-24,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,11,19561 Express Street,2777,NSW,Australia,8,366,0.9750000000000001,52,Daisi_Tinwell,60
Gerik,Woodroof,,18,1959-06-13,Paralegal,Financial Services,High Net Worth,N,Yes,9,41 Kropf Road,3175,VIC,Australia,7,366,0.9750000000000001,64,Gerik_Woodroof,70
Claresta,MacConnulty,,6,1957-10-01,Recruiting Manager,,Mass Customer,N,Yes,20,0516 Fremont Point,2026,NSW,Australia,9,366,0.9750000000000001,66,Claresta_MacConnulty,70
Arty,Fontelles,,50,1994-10-21,Help Desk Technician,IT,High Net Worth,N,No,4,7872 South Junction,3197,VIC,Australia,4,370,0.97,29,Arty_Fontelles,30
Giulia,Hazart,,57,1978-08-02,Help Desk Technician,,Mass Customer,N,No,11,81 Donald Parkway,4218,QLD,Australia,11,371,0.96875,45,Giulia_Hazart,50
Whit,Emloch,,30,1963-08-20,Food Chemist,Health,Mass Customer,N,Yes,6,105 Carpenter Court,2220,NSW,Australia,9,372,0.9668749999999999,60,Whit_Emloch,70
Rowan,Summerly,,4,1974-07-05,Librarian,Entertainment,Mass Customer,N,No,9,58231 Tomscot Plaza,2209,NSW,Australia,10,372,0.9668749999999999,49,Rowan_Summerly,50
Ian,Rabat,,54,1975-08-04,Web Designer I,Financial Services,Affluent Customer,N,No,11,3 Loeprich Point,3204,VIC,Australia,11,372,0.9668749999999999,48,Ian_Rabat,50
Reginald,Jermy,,7,1960-09-12,Director of Sales,,High Net Worth,N,Yes,20,540 Katie Street,4128,QLD,Australia,8,375,0.96,63,Reginald_Jermy,70
Link,Gorini,,60,1974-11-09,,IT,High Net Worth,N,No,10,9495 Jenna Way,4600,QLD,Australia,2,375,0.96,49,Link_Gorini,50
Harriet,Brattan,,81,1986-12-03,Human Resources Assistant I,Financial Services,High Net Worth,N,No,2,66 Ruskin Parkway,3579,VIC,Australia,1,378,0.9562499999999999,37,Harriet_Brattan,40
Sada,Branton,,34,1974-06-24,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,14,9736 Mitchell Pass,3199,VIC,Australia,6,378,0.9562499999999999,49,Sada_Branton,50
Jenelle,Mc-Kerley,,40,1942-01-23,Data Coordiator,Financial Services,Mass Customer,N,Yes,16,9 Springview Terrace,4068,QLD,Australia,5,378,0.9562499999999999,82,Jenelle_Mc-Kerley,90
Gabrila,Toopin,,7,1963-01-14,Junior Executive,Manufacturing,Mass Customer,N,No,12,1914 Oakridge Place,2456,NSW,Australia,6,378,0.9562499999999999,61,Gabrila_Toopin,70
Almira,Mangion,,4,1996-01-24,VP Product Management,Financial Services,Affluent Customer,N,Yes,2,179 Anzinger Center,2230,NSW,Australia,12,382,0.95,28,Almira_Mangion,30
Arty,Strudwick,,85,1964-01-31,Data Coordiator,Health,Mass Customer,N,Yes,8,62 Melrose Court,2211,NSW,Australia,10,382,0.95,60,Arty_Strudwick,70
Alexa,Dillet,,65,1944-10-05,Product Engineer,Entertainment,Affluent Customer,N,No,17,84650 Novick Point,2261,NSW,Australia,7,382,0.95,79,Alexa_Dillet,80
Palmer,Heaven,,82,1995-05-18,Staff Scientist,Financial Services,Affluent Customer,N,Yes,9,5 Hoard Parkway,3754,VIC,Australia,6,382,0.95,28,Palmer_Heaven,30
Porter,Buckenhill,,46,1954-06-14,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,9,376 Talmadge Street,4124,QLD,Australia,7,386,0.945625,69,Porter_Buckenhill,70
Kizzee,Kemston,,11,1961-09-29,,Health,Mass Customer,N,No,13,5979 Green Ridge Way,2767,NSW,Australia,8,386,0.945625,62,Kizzee_Kemston,70
Isadora,Ducker,,15,1973-08-25,Account Executive,,Affluent Customer,N,Yes,8,2972 Holy Cross Crossing,3153,VIC,Australia,5,386,0.945625,50,Isadora_Ducker,60
Giffie,Offill,,51,1993-03-02,Structural Engineer,Telecommunications,Affluent Customer,N,No,5,89 Riverside Court,4740,QLD,Australia,3,386,0.945625,30,Giffie_Offill,40
Fara,Sarath,,75,1948-06-30,Quality Control Specialist,,Mass Customer,N,No,22,540 Forest Run Plaza,2168,NSW,Australia,7,386,0.945625,75,Fara_Sarath,80
Carolann,Raatz,,25,1979-02-26,Chief Design Engineer,,High Net Worth,N,No,21,817 Bunker Hill Place,3977,VIC,Australia,6,386,0.945625,44,Carolann_Raatz,50
Tamar,Windmill,,92,1939-08-28,Senior Editor,Manufacturing,Affluent Customer,N,No,10,4669 Troy Place,2207,NSW,Australia,10,386,0.945625,84,Tamar_Windmill,90
Kipp,Stockport,,36,1982-12-10,Data Coordiator,Retail,Mass Customer,N,Yes,6,02 Roth Drive,2022,NSW,Australia,11,386,0.945625,41,Kipp_Stockport,50
Packston,Wackett,,10,1950-04-26,Quality Engineer,Financial Services,Mass Customer,N,No,19,7 Northridge Court,3192,VIC,Australia,9,386,0.945625,73,Packston_Wackett,80
Hanson,Eastes,,74,1990-05-20,,Manufacturing,Mass Customer,N,Yes,5,5735 Starling Plaza,3056,VIC,Australia,9,395,0.94,33,Hanson_Eastes,40
Demetria,Bausor,,73,1961-12-22,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,9,97 Transport Plaza,2097,NSW,Australia,12,396,0.9375,62,Demetria_Bausor,70
Lura,Fawdrie,,66,2002-01-17,VP Sales,Health,Mass Customer,N,Yes,4,67183 Anniversary Parkway,4211,QLD,Australia,3,396,0.9375,22,Lura_Fawdrie,30
Nora,Anselm,,84,1961-01-05,,Entertainment,High Net Worth,N,Yes,15,2 Emmet Parkway,4342,QLD,Australia,5,396,0.9375,63,Nora_Anselm,70
Estevan,Eastment,,54,1942-08-09,Environmental Specialist,Health,Mass Customer,N,Yes,21,61926 Tomscot Hill,2019,NSW,Australia,8,396,0.9375,81,Estevan_Eastment,90
Aloysius,Glowacz,,72,1979-03-24,Financial Advisor,Financial Services,Affluent Customer,N,No,18,07 Susan Lane,2232,NSW,Australia,10,396,0.9375,44,Aloysius_Glowacz,50
Bastien,Ibbeson,,53,1976-11-04,Software Consultant,IT,Mass Customer,N,No,12,43094 Kedzie Pass,2487,NSW,Australia,5,401,0.935,47,Bastien_Ibbeson,50
Otha,Langworthy,,91,1967-01-20,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,13,678 Lyons Trail,3130,VIC,Australia,10,401,0.935,57,Otha_Langworthy,60
Gannie,Bargh,,56,1955-02-13,Analyst Programmer,,Mass Customer,N,Yes,13,1832 Burning Wood Place,3201,VIC,Australia,7,401,0.935,69,Gannie_Bargh,70
Dwayne,Doel,,80,1978-01-21,Cost Accountant,Financial Services,Affluent Customer,N,Yes,17,5642 Debs Terrace,2223,NSW,Australia,11,401,0.935,46,Dwayne_Doel,50
Leese,Huckleby,,67,1977-09-10,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,16,73 Riverside Trail,3777,VIC,Australia,7,405,0.93,46,Leese_Huckleby,50
Dodi,Kiggel,,5,1980-08-15,,Financial Services,Mass Customer,N,Yes,13,05 Everett Trail,2114,NSW,Australia,11,405,0.93,43,Dodi_Kiggel,50
Kippar,Brimilcome,,21,1938-11-29,Graphic Designer,Health,Mass Customer,N,No,19,082 Welch Lane,2089,NSW,Australia,11,405,0.93,85,Kippar_Brimilcome,90
Corinna,Beretta,,24,1996-02-29,Programmer III,Health,High Net Worth,N,No,12,72 Mccormick Circle,3023,VIC,Australia,7,408,0.9296875,27,Corinna_Beretta,30
Laurie,Odlin,,75,1983-03-08,Social Worker,Health,High Net Worth,N,No,10,15669 Arizona Trail,3194,VIC,Australia,10,409,0.925,40,Laurie_Odlin,50
Mair,Erett,,15,1957-12-05,Speech Pathologist,,Affluent Customer,N,No,18,79 Armistice Parkway,2117,NSW,Australia,7,409,0.925,66,Mair_Erett,70
Marcelia,Copins,,81,1946-03-15,,,Mass Customer,N,Yes,21,330 Melby Terrace,2259,NSW,Australia,8,409,0.925,77,Marcelia_Copins,80
Tanner,Terlinden,,84,1995-12-09,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,14,2637 Monument Trail,3106,VIC,Australia,11,409,0.925,28,Tanner_Terlinden,30
Hilliard,Dullard,,65,1954-07-18,Civil Engineer,Manufacturing,Mass Customer,N,No,17,37919 Old Gate Park,2163,NSW,Australia,8,409,0.925,69,Hilliard_Dullard,70
Justinn,Haruard,,48,1958-08-28,Health Coach IV,Health,High Net Worth,N,No,11,00 Judy Terrace,2035,NSW,Australia,12,414,0.924375,65,Justinn_Haruard,70
Wyn,Meach,,37,1938-09-10,,Manufacturing,Mass Customer,N,No,9,79 Armistice Junction,2765,NSW,Australia,9,415,0.9218749999999999,85,Wyn_Meach,90
Art,Shardlow,,57,1963-10-15,Data Coordiator,Argiculture,Mass Customer,N,Yes,15,7 Clemons Circle,4350,QLD,Australia,2,415,0.9218749999999999,60,Art_Shardlow,70
Dennis,Varnham,,57,1953-05-17,Assistant Media Planner,Entertainment,Affluent Customer,N,No,17,6455 Mayfield Street,3350,VIC,Australia,3,415,0.9218749999999999,70,Dennis_Varnham,80
Freddi,Litherborough,,46,1989-01-14,Product Engineer,Financial Services,Mass Customer,N,No,7,7873 Meadow Vale Plaza,2460,NSW,Australia,3,418,0.918,35,Freddi_Litherborough,40
Salomon,Perkins,,76,1998-01-12,Engineer IV,Financial Services,Affluent Customer,N,Yes,1,45 Banding Hill,2009,NSW,Australia,10,419,0.91640625,26,Salomon_Perkins,30
Sherill,None,,33,1991-12-18,Information Systems Manager,Financial Services,Mass Customer,N,No,3,53 Moulton Avenue,2880,NSW,Australia,1,420,0.91375,32,Sherill_None,40
Queenie,Learie,,90,1948-01-24,,Property,Mass Customer,N,No,12,7 Sauthoff Park,2073,NSW,Australia,11,420,0.91375,76,Queenie_Learie,80
Etan,Prinett,,97,1970-01-21,Operator,Argiculture,Mass Customer,N,Yes,10,9082 Waywood Avenue,2250,NSW,Australia,8,420,0.91375,54,Etan_Prinett,60
Donaugh,Benedict,,3,1991-12-01,Systems Administrator III,Property,Mass Customer,N,No,12,30049 Brown Road,2233,NSW,Australia,9,420,0.91375,32,Donaugh_Benedict,40
Harwell,Kleinstein,,87,1993-10-18,Sales Representative,Retail,Affluent Customer,N,No,15,7 Huxley Trail,3818,VIC,Australia,5,420,0.91375,30,Harwell_Kleinstein,40
Cheston,Hritzko,,70,1945-11-08,Software Engineer III,Manufacturing,Mass Customer,N,Yes,19,3 Service Center,2127,NSW,Australia,9,420,0.91375,78,Cheston_Hritzko,80
Suzy,Trounson,,13,1947-07-19,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,20,0627 Golf Center,4152,QLD,Australia,9,420,0.91375,76,Suzy_Trounson,80
Jobie,Runacres,,96,1975-01-08,Developer IV,,Mass Customer,N,Yes,18,24960 Shopko Crossing,2528,NSW,Australia,7,427,0.9125,49,Jobie_Runacres,50
Guenna,Filisov,,52,1969-02-09,Chemical Engineer,Manufacturing,High Net Worth,N,No,13,43 Stoughton Drive,2154,NSW,Australia,9,427,0.9125,55,Guenna_Filisov,60
Opal,Cleare,,6,1977-09-26,Database Administrator II,Property,Affluent Customer,N,Yes,20,247 Blue Bill Park Parkway,2066,NSW,Australia,9,429,0.91,46,Opal_Cleare,50
Ottilie,Wanless,,51,1940-11-10,Environmental Specialist,,Affluent Customer,N,No,8,2 David Pass,2720,NSW,Australia,4,430,0.9095,83,Ottilie_Wanless,90
Kipper,Circuit,,23,1974-12-12,Research Assistant IV,Argiculture,Mass Customer,N,Yes,4,3867 Barby Hill,2140,NSW,Australia,8,430,0.9095,49,Kipper_Circuit,50
Marilin,Frome,,58,1975-12-22,Account Executive,IT,Mass Customer,N,Yes,17,52 Bobwhite Court,2219,NSW,Australia,9,430,0.9095,48,Marilin_Frome,50
Arel,Abramovitz,,72,1957-11-12,Nurse Practicioner,Health,Mass Customer,N,No,16,32249 Sycamore Way,4650,QLD,Australia,4,433,0.90625,66,Arel_Abramovitz,70
Kit,Easdon,,61,1978-10-26,Director of Sales,Property,Affluent Customer,N,No,12,3 Roth Junction,3156,VIC,Australia,8,433,0.90625,45,Kit_Easdon,50
Skipp,Swales,,15,1973-11-14,Community Outreach Specialist,Entertainment,High Net Worth,N,Yes,22,76 Green Ridge Drive,3029,VIC,Australia,7,436,0.903125,50,Skipp_Swales,60
Frederich,Glantz,,37,1997-08-27,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,10,9 Glacier Hill Circle,2762,NSW,Australia,8,436,0.903125,26,Frederich_Glantz,30
Rodolph,Denniss,,28,1974-08-07,Geologist III,Property,Affluent Customer,N,Yes,7,91281 Transport Center,3356,VIC,Australia,2,436,0.903125,49,Rodolph_Denniss,50
Craggie,Dering,,47,1952-10-05,Actuary,Financial Services,Mass Customer,N,No,7,11 Paget Road,2125,NSW,Australia,10,436,0.903125,71,Craggie_Dering,80
Giralda,MacPeake,,59,1941-04-04,Librarian,Entertainment,High Net Worth,N,Yes,14,6 Killdeer Way,2705,NSW,Australia,1,441,0.901,82,Giralda_MacPeake,90
Rodney,Trethewey,,16,1997-03-17,Software Consultant,Financial Services,Affluent Customer,N,No,15,737 Service Lane,3030,VIC,Australia,8,441,0.901,26,Rodney_Trethewey,30
Theresina,None,,30,1987-03-01,General Manager,Argiculture,Mass Customer,N,Yes,14,253 Katie Junction,2650,NSW,Australia,2,441,0.901,36,Theresina_None,40
Gleda,Howerd,,59,1964-01-22,Senior Developer,IT,Mass Customer,N,No,6,481 Moulton Place,2440,NSW,Australia,2,444,0.9,60,Gleda_Howerd,70
Melany,Ladewig,,76,1972-05-17,Research Associate,Financial Services,Mass Customer,N,Yes,10,3864 Sheridan Alley,4130,QLD,Australia,7,444,0.9,51,Melany_Ladewig,60
Claudell,Rounsefell,,67,1993-11-27,VP Sales,Financial Services,Affluent Customer,N,No,8,61416 Karstens Place,4217,QLD,Australia,5,444,0.9,30,Claudell_Rounsefell,40
Garwin,Nurden,,54,1958-04-19,Programmer I,Property,High Net Worth,N,Yes,5,0 Union Parkway,3142,VIC,Australia,11,444,0.9,65,Garwin_Nurden,70
Bunny,Leebetter,,83,1966-04-30,Quality Engineer,Manufacturing,High Net Worth,N,Yes,8,4 Lukken Lane,4301,QLD,Australia,4,444,0.9,57,Bunny_Leebetter,60
Matias,Melloi,,61,1977-02-03,Legal Assistant,Retail,Affluent Customer,N,No,11,1507 Schlimgen Trail,2155,NSW,Australia,10,444,0.9,47,Matias_Melloi,50
Sada,Dowyer,,47,1998-11-22,Human Resources Manager,,High Net Worth,N,Yes,3,4 Meadow Ridge Place,2090,NSW,Australia,10,450,0.8999999999999999,25,Sada_Dowyer,30
Anet,Roseman,,84,1996-11-24,Programmer Analyst III,Financial Services,Mass Customer,N,No,9,31 Melody Circle,3814,VIC,Australia,4,450,0.8999999999999999,27,Anet_Roseman,30
Katie,Warhurst,,0,1991-12-02,Help Desk Operator,Retail,High Net Worth,N,Yes,14,96 Rutledge Drive,3064,VIC,Australia,5,450,0.8999999999999999,32,Katie_Warhurst,40
Celia,Bryden,,12,1943-04-06,Chemical Engineer,Manufacturing,High Net Worth,N,No,21,2905 Towne Place,2114,NSW,Australia,9,450,0.8999999999999999,80,Celia_Bryden,90
Stearne,Trolley,,42,1982-02-01,Automation Specialist IV,Financial Services,High Net Worth,N,No,14,638 Caliangt Avenue,2137,NSW,Australia,11,450,0.8999999999999999,42,Stearne_Trolley,50
Tristam,Larose,,70,1985-01-29,VP Accounting,Financial Services,Mass Customer,N,No,17,9645 Moose Terrace,2137,NSW,Australia,11,455,0.8925,39,Tristam_Larose,40
Laurena,None,,21,1961-07-31,VP Sales,,High Net Worth,N,No,10,7 Messerschmidt Crossing,3810,VIC,Australia,6,455,0.8925,62,Laurena_None,70
Heloise,Fairpool,,17,1976-09-07,Information Systems Manager,Manufacturing,High Net Worth,N,No,17,005 Loeprich Way,4680,QLD,Australia,3,455,0.8925,47,Heloise_Fairpool,50
Dory,Malpass,,19,1972-08-27,,,Affluent Customer,N,Yes,13,3653 Steensland Road,4103,QLD,Australia,8,455,0.8925,51,Dory_Malpass,60
Marcellina,Baynton,,60,1947-03-11,Software Engineer III,Financial Services,Mass Customer,N,No,16,56 Comanche Terrace,3141,VIC,Australia,10,455,0.8925,76,Marcellina_Baynton,80
Gregorius,Leal,,7,1951-04-29,,Retail,Affluent Customer,N,Yes,21,66 Merry Court,2033,NSW,Australia,12,455,0.8925,72,Gregorius_Leal,80
Deana,Canton,,67,1974-11-25,,Property,Mass Customer,N,Yes,14,92 Ludington Street,4301,QLD,Australia,3,455,0.8925,49,Deana_Canton,50
Kori,Sparsholt,,59,1940-05-19,Office Assistant II,,Mass Customer,N,Yes,19,37 Rigney Park,2171,NSW,Australia,9,455,0.8925,83,Kori_Sparsholt,90
Lucky,Klainman,,24,1947-11-26,Chief Design Engineer,Retail,Mass Customer,N,No,8,0796 Barnett Plaza,3758,VIC,Australia,4,455,0.8925,76,Lucky_Klainman,80
Erasmus,Olenchenko,,56,1965-02-03,Software Test Engineer IV,Property,Mass Customer,N,Yes,5,415 Rockefeller Trail,2484,NSW,Australia,7,464,0.8906249999999999,59,Erasmus_Olenchenko,60
Carita,Sand,,25,1977-03-20,Quality Engineer,Retail,Mass Customer,N,No,16,846 Loftsgordon Crossing,2154,NSW,Australia,11,464,0.8906249999999999,46,Carita_Sand,50
Lynnett,Tipper,,22,1993-08-03,Social Worker,Health,High Net Worth,N,Yes,2,9 Ridgeview Avenue,3109,VIC,Australia,10,466,0.89,30,Lynnett_Tipper,40
