transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Profit,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age
5493,94,421,2017-05-21,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,38002.0,641.64,Tish,Netti,Female,26,1999-03-19,Sales Representative,Retail,Mass Customer,N,Yes,2.0,24
7740,18,421,2017-04-18,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,143.82,Tish,Netti,Female,26,1999-03-19,Sales Representative,Retail,Mass Customer,N,Yes,2.0,24
11746,31,421,2017-11-04,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,34527.0,57.72999999999999,Tish,Netti,Female,26,1999-03-19,Sales Representative,Retail,Mass Customer,N,Yes,2.0,24
12102,64,421,2017-02-12,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,40487.0,872.8900000000001,Tish,Netti,Female,26,1999-03-19,Sales Representative,Retail,Mass Customer,N,Yes,2.0,24
17804,74,421,2017-02-28,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,35455.0,827.1599999999999,Tish,Netti,Female,26,1999-03-19,Sales Representative,Retail,Mass Customer,N,Yes,2.0,24
1420,0,988,2017-09-09,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,110.56,Andree,Simonato,Female,35,1981-01-15,Director of Sales,Manufacturing,High Net Worth,N,No,7.0,43
3785,0,988,2017-05-12,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,133.38,Andree,Simonato,Female,35,1981-01-15,Director of Sales,Manufacturing,High Net Worth,N,No,7.0,43
1421,9,2651,2017-03-29,1.0,Cancelled,OHM Cycles,Road,medium,medium,742.54,667.4,41701.0,75.13999999999999,Silvan,Ellison,Male,10,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10.0,45
1790,15,2651,2017-08-26,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,35378.0,209.84000000000003,Silvan,Ellison,Male,10,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10.0,45
4204,55,2651,2017-06-21,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,1295.43,Silvan,Ellison,Male,10,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10.0,45
4682,11,2651,2017-10-28,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39880.0,509.97,Silvan,Ellison,Male,10,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10.0,45
5933,44,2651,2017-02-13,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,34071.0,1660.88,Silvan,Ellison,Male,10,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10.0,45
8613,68,2651,2017-03-02,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,41922.0,1592.19,Silvan,Ellison,Male,10,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10.0,45
17545,45,2651,2017-12-15,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,37668.0,356.5,Silvan,Ellison,Male,10,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10.0,45
18051,1,2651,2017-09-12,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,448.68,Silvan,Ellison,Male,10,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10.0,45
1423,78,2982,2017-09-02,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,33429.0,1055.82,Celisse,McCloughen,Female,30,1982-08-08,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0,41
3390,78,2982,2017-07-11,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38206.0,1055.82,Celisse,McCloughen,Female,30,1982-08-08,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0,41
4758,54,2982,2017-09-04,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,35707.0,1279.4,Celisse,McCloughen,Female,30,1982-08-08,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0,41
5530,57,2982,2017-01-10,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,36146.0,1630.25,Celisse,McCloughen,Female,30,1982-08-08,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0,41
7448,39,2982,2017-07-20,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,35560.0,1230.27,Celisse,McCloughen,Female,30,1982-08-08,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0,41
18213,91,2982,2017-01-17,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,37539.0,25.08999999999999,Celisse,McCloughen,Female,30,1982-08-08,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0,41
18460,72,2982,2017-05-22,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,35455.0,90.09999999999997,Celisse,McCloughen,Female,30,1982-08-08,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0,41
1424,7,770,2017-08-02,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,35052.0,144.26,Zara,Maccaddie,Female,10,1984-02-05,Software Consultant,IT,High Net Worth,N,Yes,13.0,40
1592,77,770,2017-11-11,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,1660.88,Zara,Maccaddie,Female,10,1984-02-05,Software Consultant,IT,High Net Worth,N,Yes,13.0,40
5635,5,770,2017-08-18,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,451.6500000000001,Zara,Maccaddie,Female,10,1984-02-05,Software Consultant,IT,High Net Worth,N,Yes,13.0,40
8890,0,770,2017-10-05,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,36146.0,45.96000000000001,Zara,Maccaddie,Female,10,1984-02-05,Software Consultant,IT,High Net Worth,N,Yes,13.0,40
10017,72,770,2017-06-10,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42172.0,771.12,Zara,Maccaddie,Female,10,1984-02-05,Software Consultant,IT,High Net Worth,N,Yes,13.0,40
11347,4,770,2017-06-28,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,42145.0,1383.61,Zara,Maccaddie,Female,10,1984-02-05,Software Consultant,IT,High Net Worth,N,Yes,13.0,40
1425,79,1813,2017-12-12,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,737.5699999999999,Reeva,Eakeley,Female,45,2001-05-19,Technical Writer,Manufacturing,Mass Customer,N,No,1.0,22
2269,98,1813,2017-04-29,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,143.36,Reeva,Eakeley,Female,45,2001-05-19,Technical Writer,Manufacturing,Mass Customer,N,No,1.0,22
10885,66,1813,2017-03-03,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,64.92999999999995,Reeva,Eakeley,Female,45,2001-05-19,Technical Writer,Manufacturing,Mass Customer,N,No,1.0,22
15432,85,1813,2017-01-09,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0,547.28,Reeva,Eakeley,Female,45,2001-05-19,Technical Writer,Manufacturing,Mass Customer,N,No,1.0,22
17184,77,1813,2017-08-05,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,445.2099999999999,Reeva,Eakeley,Female,45,2001-05-19,Technical Writer,Manufacturing,Mass Customer,N,No,1.0,22
17255,42,1813,2017-04-02,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,199.0999999999999,Reeva,Eakeley,Female,45,2001-05-19,Technical Writer,Manufacturing,Mass Customer,N,No,1.0,22
1426,92,1252,2017-07-09,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,36145.0,155.6500000000001,Les,Ellwood,Male,46,1965-01-16,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14.0,59
1849,73,1252,2017-10-28,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,41064.0,1612.25,Les,Ellwood,Male,46,1965-01-16,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14.0,59
2612,18,1252,2017-08-20,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,38482.0,143.82,Les,Ellwood,Male,46,1965-01-16,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14.0,59
3763,69,1252,2017-05-12,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,36361.0,198.22000000000003,Les,Ellwood,Male,46,1965-01-16,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14.0,59
11889,40,1252,2017-12-21,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,33455.0,583.2700000000001,Les,Ellwood,Male,46,1965-01-16,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14.0,59
16006,3,1252,2017-03-01,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37337.0,1702.5499999999995,Les,Ellwood,Male,46,1965-01-16,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14.0,59
18838,14,1252,2017-09-28,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,38002.0,152.54999999999995,Les,Ellwood,Male,46,1965-01-16,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14.0,59
1427,82,1642,2017-10-07,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,36145.0,459.46000000000015,Nollie,Matteoli,Male,97,1982-10-11,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,3.0,41
1620,34,1642,2017-03-01,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,34527.0,309.80999999999995,Nollie,Matteoli,Male,97,1982-10-11,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,3.0,41
3901,72,1642,2017-08-23,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,37873.0,90.09999999999997,Nollie,Matteoli,Male,97,1982-10-11,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,3.0,41
7167,81,1642,2017-03-06,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,35667.0,64.50999999999999,Nollie,Matteoli,Male,97,1982-10-11,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,3.0,41
15272,63,1642,2017-05-24,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,40410.0,1383.61,Nollie,Matteoli,Male,97,1982-10-11,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,3.0,41
1434,79,2312,2017-04-29,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,39298.0,737.5699999999999,Ronnica,Grebner,Female,72,1979-08-10,Assistant Manager,Manufacturing,Mass Customer,N,No,18.0,44
2432,82,2312,2017-04-29,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,33879.0,459.46000000000015,Ronnica,Grebner,Female,72,1979-08-10,Assistant Manager,Manufacturing,Mass Customer,N,No,18.0,44
12154,69,2312,2017-11-19,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,42696.0,198.22000000000003,Ronnica,Grebner,Female,72,1979-08-10,Assistant Manager,Manufacturing,Mass Customer,N,No,18.0,44
14864,16,2312,2017-08-13,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,33888.0,182.81000000000017,Ronnica,Grebner,Female,72,1979-08-10,Assistant Manager,Manufacturing,Mass Customer,N,No,18.0,44
19823,3,2312,2017-12-02,0.0,Cancelled,Trek Bicycles,Standard,medium,large,2091.47,388.92,36361.0,1702.5499999999995,Ronnica,Grebner,Female,72,1979-08-10,Assistant Manager,Manufacturing,Mass Customer,N,No,18.0,44
1436,30,2938,2017-06-12,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,42105.0,299.27,Richardo,Cocher,Male,79,2000-02-21,Assistant Manager,Argiculture,Affluent Customer,N,No,2.0,23
7653,17,2938,2017-06-29,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,40487.0,409.8600000000001,Richardo,Cocher,Male,79,2000-02-21,Assistant Manager,Argiculture,Affluent Customer,N,No,2.0,23
8395,3,2938,2017-05-26,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,42145.0,1702.5499999999995,Richardo,Cocher,Male,79,2000-02-21,Assistant Manager,Argiculture,Affluent Customer,N,No,2.0,23
12900,93,2938,2017-08-27,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,33549.0,834.9399999999999,Richardo,Cocher,Male,79,2000-02-21,Assistant Manager,Argiculture,Affluent Customer,N,No,2.0,23
14606,83,2938,2017-01-30,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,40303.0,1408.91,Richardo,Cocher,Male,79,2000-02-21,Assistant Manager,Argiculture,Affluent Customer,N,No,2.0,23
1437,53,1992,2017-02-27,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,39915.0,693.76,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,28
3715,87,1992,2017-03-24,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,37626.0,471.6,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,28
4610,36,1992,2017-08-12,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,40672.0,437.46,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,28
5170,37,1992,2017-01-23,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40672.0,1544.61,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,28
12130,46,1992,2017-03-21,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,35470.0,1215.34,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,28
15699,92,1992,2017-05-03,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,38002.0,155.6500000000001,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,28
16668,73,1992,2017-04-23,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37873.0,1612.25,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,28
17562,20,1992,2017-04-10,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,35160.0,195.33999999999992,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,28
19373,42,1992,2017-07-26,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,40672.0,199.0999999999999,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,28
19556,28,1992,2017-04-09,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,37337.0,133.7800000000002,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,28
1439,48,2858,2017-08-21,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,42688.0,812.44,Benedicto,Radki,Male,4,2002-01-09,Recruiting Manager,Missing,Mass Customer,N,Yes,1.0,22
4902,3,2858,2017-08-18,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37220.0,1702.5499999999995,Benedicto,Radki,Male,4,2002-01-09,Recruiting Manager,Missing,Mass Customer,N,Yes,1.0,22
6000,1,2858,2017-09-13,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41434.0,448.68,Benedicto,Radki,Male,4,2002-01-09,Recruiting Manager,Missing,Mass Customer,N,Yes,1.0,22
10694,92,2858,2017-06-06,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37874.0,155.6500000000001,Benedicto,Radki,Male,4,2002-01-09,Recruiting Manager,Missing,Mass Customer,N,Yes,1.0,22
1440,26,2574,2017-10-24,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,1230.3000000000002,Humfrey,Boyse,Male,73,1979-12-21,Missing,Manufacturing,Mass Customer,N,No,4.0,44
3026,16,2574,2017-01-15,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0,182.81000000000017,Humfrey,Boyse,Male,73,1979-12-21,Missing,Manufacturing,Mass Customer,N,No,4.0,44
4042,8,2574,2017-12-03,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,187.38999999999987,Humfrey,Boyse,Male,73,1979-12-21,Missing,Manufacturing,Mass Customer,N,No,4.0,44
4485,86,2574,2017-11-12,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,110.56,Humfrey,Boyse,Male,73,1979-12-21,Missing,Manufacturing,Mass Customer,N,No,4.0,44
6131,6,2574,2017-05-16,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0,91.15,Humfrey,Boyse,Male,73,1979-12-21,Missing,Manufacturing,Mass Customer,N,No,4.0,44
11723,7,2574,2017-07-23,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258.0,745.94,Humfrey,Boyse,Male,73,1979-12-21,Missing,Manufacturing,Mass Customer,N,No,4.0,44
11921,63,2574,2017-02-05,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,1383.61,Humfrey,Boyse,Male,73,1979-12-21,Missing,Manufacturing,Mass Customer,N,No,4.0,44
13433,12,2574,2017-01-18,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,1069.5500000000002,Humfrey,Boyse,Male,73,1979-12-21,Missing,Manufacturing,Mass Customer,N,No,4.0,44
15030,50,2574,2017-11-12,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,43.97,Humfrey,Boyse,Male,73,1979-12-21,Missing,Manufacturing,Mass Customer,N,No,4.0,44
16893,35,2574,2017-08-01,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,903.11,Humfrey,Boyse,Male,73,1979-12-21,Missing,Manufacturing,Mass Customer,N,No,4.0,44
17780,59,2574,2017-03-23,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0,327.9799999999999,Humfrey,Boyse,Male,73,1979-12-21,Missing,Manufacturing,Mass Customer,N,No,4.0,44
1441,43,1370,2017-10-21,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0,502.47,Chastity,Martinat,Female,44,1986-10-23,Computer Systems Analyst IV,Property,Mass Customer,N,No,18.0,37
9594,69,1370,2017-03-08,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,198.22000000000003,Chastity,Martinat,Female,44,1986-10-23,Computer Systems Analyst IV,Property,Mass Customer,N,No,18.0,37
10192,19,1370,2017-11-27,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,4.8,Chastity,Martinat,Female,44,1986-10-23,Computer Systems Analyst IV,Property,Mass Customer,N,No,18.0,37
10241,28,1370,2017-12-04,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,133.7800000000002,Chastity,Martinat,Female,44,1986-10-23,Computer Systems Analyst IV,Property,Mass Customer,N,No,18.0,37
1442,5,110,2017-01-19,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,114.93,Sascha,St. Quintin,Male,23,2000-07-31,Missing,Financial Services,Affluent Customer,N,No,1.0,23
6836,72,110,2017-09-24,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,90.09999999999997,Sascha,St. Quintin,Male,23,2000-07-31,Missing,Financial Services,Affluent Customer,N,No,1.0,23
11382,64,110,2017-12-16,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,872.8900000000001,Sascha,St. Quintin,Male,23,2000-07-31,Missing,Financial Services,Affluent Customer,N,No,1.0,23
17244,11,110,2017-07-11,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,509.97,Sascha,St. Quintin,Male,23,2000-07-31,Missing,Financial Services,Affluent Customer,N,No,1.0,23
17354,51,110,2017-02-24,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,802.26,Sascha,St. Quintin,Male,23,2000-07-31,Missing,Financial Services,Affluent Customer,N,No,1.0,23
17515,92,110,2017-05-22,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0,155.6500000000001,Sascha,St. Quintin,Male,23,2000-07-31,Missing,Financial Services,Affluent Customer,N,No,1.0,23
18967,23,110,2017-07-08,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,75.75,Sascha,St. Quintin,Male,23,2000-07-31,Missing,Financial Services,Affluent Customer,N,No,1.0,23
1444,83,901,2017-10-09,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,36367.0,1408.91,Letta,McCarter,Female,13,1975-04-27,Missing,Retail,Mass Customer,N,Yes,16.0,48
1638,13,901,2017-07-26,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,41345.0,574.6200000000001,Letta,McCarter,Female,13,1975-04-27,Missing,Retail,Mass Customer,N,Yes,16.0,48
5026,57,901,2017-05-16,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,36146.0,1630.25,Letta,McCarter,Female,13,1975-04-27,Missing,Retail,Mass Customer,N,Yes,16.0,48
5981,42,901,2017-07-15,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,40672.0,199.0999999999999,Letta,McCarter,Female,13,1975-04-27,Missing,Retail,Mass Customer,N,Yes,16.0,48
1446,54,249,2017-06-19,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0,1028.76,D'arcy,Slay,Male,65,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9.0,31
2635,6,249,2017-11-13,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0,299.27,D'arcy,Slay,Male,65,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9.0,31
5490,0,249,2017-09-14,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,17.869999999999997,D'arcy,Slay,Male,65,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9.0,31
6189,35,249,2017-06-21,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,448.68,D'arcy,Slay,Male,65,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9.0,31
6328,61,249,2017-01-24,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,64.50999999999999,D'arcy,Slay,Male,65,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9.0,31
11032,0,249,2017-03-11,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,104.24,D'arcy,Slay,Male,65,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9.0,31
11322,0,249,2017-01-17,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,143.36,D'arcy,Slay,Male,65,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9.0,31
17074,2,249,2017-07-13,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,64.92999999999995,D'arcy,Slay,Male,65,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9.0,31
17253,61,249,2017-01-29,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,64.50999999999999,D'arcy,Slay,Male,65,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9.0,31
1447,1,1783,2017-11-10,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,448.68,Brett,McCalister,Male,55,1995-07-30,Missing,Retail,Mass Customer,N,Yes,7.0,28
2926,22,1783,2017-11-11,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,42404.0,15.080000000000004,Brett,McCalister,Male,55,1995-07-30,Missing,Retail,Mass Customer,N,Yes,7.0,28
3516,41,1783,2017-01-27,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,41848.0,104.24,Brett,McCalister,Male,55,1995-07-30,Missing,Retail,Mass Customer,N,Yes,7.0,28
3676,89,1783,2017-11-07,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,37626.0,1305.25,Brett,McCalister,Male,55,1995-07-30,Missing,Retail,Mass Customer,N,Yes,7.0,28
4423,34,1783,2017-03-03,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,38750.0,309.80999999999995,Brett,McCalister,Male,55,1995-07-30,Missing,Retail,Mass Customer,N,Yes,7.0,28
4848,66,1783,2017-04-10,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,34996.0,64.92999999999995,Brett,McCalister,Male,55,1995-07-30,Missing,Retail,Mass Customer,N,Yes,7.0,28
9774,64,1783,2017-07-12,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,42105.0,872.8900000000001,Brett,McCalister,Male,55,1995-07-30,Missing,Retail,Mass Customer,N,Yes,7.0,28
10086,65,1783,2017-06-28,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42105.0,1028.76,Brett,McCalister,Male,55,1995-07-30,Missing,Retail,Mass Customer,N,Yes,7.0,28
12859,62,1783,2017-02-13,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,42105.0,179.44,Brett,McCalister,Male,55,1995-07-30,Missing,Retail,Mass Customer,N,Yes,7.0,28
15035,68,1783,2017-06-27,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,42105.0,1592.19,Brett,McCalister,Male,55,1995-07-30,Missing,Retail,Mass Customer,N,Yes,7.0,28
15661,27,1783,2017-10-26,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,110.80999999999996,Brett,McCalister,Male,55,1995-07-30,Missing,Retail,Mass Customer,N,Yes,7.0,28
16764,30,1783,2017-07-30,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,37337.0,299.27,Brett,McCalister,Male,55,1995-07-30,Missing,Retail,Mass Customer,N,Yes,7.0,28
1448,10,736,2017-12-19,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,1612.25,Sansone,Eastcourt,Male,41,1974-05-24,Help Desk Operator,Missing,High Net Worth,N,No,8.0,49
1622,0,736,2017-09-07,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,43.97,Sansone,Eastcourt,Male,41,1974-05-24,Help Desk Operator,Missing,High Net Worth,N,No,8.0,49
7230,0,736,2017-11-03,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,41.13,Sansone,Eastcourt,Male,41,1974-05-24,Help Desk Operator,Missing,High Net Worth,N,No,8.0,49
8451,12,736,2017-05-02,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,1055.82,Sansone,Eastcourt,Male,41,1974-05-24,Help Desk Operator,Missing,High Net Worth,N,No,8.0,49
15521,0,736,2017-10-01,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,15.080000000000004,Sansone,Eastcourt,Male,41,1974-05-24,Help Desk Operator,Missing,High Net Worth,N,No,8.0,49
